Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExp,PromotionDelay,EngagementScore,WorkloadStress,HighPerf_NoPromo,JobHopperIndex,LoyaltyScore,DissatisfactionRisk
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,252.22222222222223,5,4.0,0,0,0.10344827586206896,0.5555555555555556,0
27,0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8,1280.8,9,3.0,0,0,0.09090909090909091,0.9,1
47,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,356.3103448275862,8,2.6666666666666665,0,0,0.25806451612903225,0.7586206896551724,1
55,0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,1,16,3,2,0,4,2,3,3,2,1,2,807.0,2,3.0,0,0,0.0,0.6,1
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,630.8823529411765,2,2.6666666666666665,0,0,0.05263157894736842,0.5294117647058824,1
31,0,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,595.25,7,3.3333333333333335,1,0,0.06666666666666667,0.9166666666666666,1
41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,721.5217391304348,7,1.6666666666666667,0,0,0.28,0.782608695652174,0
29,0,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,1264.7142857142858,5,3.0,0,0,0.07692307692307693,0.8571428571428571,0
39,0,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,686.4166666666666,0,2.6666666666666665,0,0,0.08695652173913043,0.5833333333333334,0
39,0,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,480.65,15,2.6666666666666665,0,0,0.0,0.9,0
31,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,261.77777777777777,6,3.3333333333333335,0,0,0.2,0.6666666666666666,0
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,693.8181818181819,8,3.3333333333333335,0,0,0.21052631578947367,0.7272727272727273,2
24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,558.1428571428571,5,1.6666666666666667,0,0,0.125,0.8571428571428571,1
27,0,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,614.0,0,2.3333333333333335,0,0,0.45454545454545453,0.2857142857142857,1
26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,576.25,3,3.3333333333333335,0,0,0.1,0.75,2
43,0,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,755.7727272727273,1,3.0,1,0,0.14814814814814814,0.045454545454545456,1
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,223.5,3,2.0,1,0,0.09090909090909091,0.9,0
36,0,Travel_Frequently,884,Research & Development,23,2,Medical,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,0,17,3,3,1,17,3,3,5,2,0,3,142.83333333333334,5,3.3333333333333335,0,0,0.2,0.2777777777777778,1
31,1,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,510.6363636363636,10,2.6666666666666665,0,0,0.06666666666666667,0.9090909090909091,2
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3,569.0,4,3.3333333333333335,0,0,0.14705882352941177,0.12903225806451613,1
33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,0,13,3,1,1,8,2,4,7,7,0,7,682.8888888888889,7,2.0,0,0,0.0,0.7777777777777778,1
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,409.42105263157896,11,2.0,0,0,0.1,0.5789473684210527,2
36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4,238.11111111111111,5,2.3333333333333335,0,0,0.2,0.5555555555555556,0
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,392.6363636363636,10,2.6666666666666665,0,0,0.07692307692307693,0.9090909090909091,0
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7,326.8888888888889,3,3.3333333333333335,0,1,0.1,0.8888888888888888,1
43,0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,261.125,3,4.0,0,0,0.14814814814814814,0.625,0
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,286.55555555555554,8,3.3333333333333335,0,0,0.05555555555555555,0.8888888888888888,0
47,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,995.6,1,3.0,0,0,0.22580645161290322,0.2,0
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,613.4545454545455,16,3.0,0,0,0.0,0.9090909090909091,2
47,0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,26703,3,0,19,3,2,2,26,2,4,20,17,5,6,635.8888888888889,15,2.0,0,0,0.0967741935483871,0.7407407407407407,0
32,1,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,1238.375,0,2.6666666666666665,1,0,0.4375,0.25,2
53,0,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,0,12,3,2,0,35,2,2,9,8,8,8,461.05555555555554,1,2.6666666666666665,0,0,0.10810810810810811,0.25,1
34,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,907.6,3,2.6666666666666665,0,0,0.0,0.6,1
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7,453.4,7,1.6666666666666667,0,0,0.0,0.8,2
28,0,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,0,15,3,2,0,5,3,4,5,4,0,4,703.5,5,2.3333333333333335,0,0,0.08333333333333333,0.8333333333333334,1
48,0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,686.96,18,3.3333333333333335,0,0,0.09375,0.88,1
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,426.7142857142857,1,1.6666666666666667,0,0,0.19047619047619047,0.5,0
22,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,834.2,3,2.0,0,0,0.0,0.6,0
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,661.5185185185185,3,2.3333333333333335,0,0,0.2,0.1111111111111111,1
46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,278.1,10,3.0,0,0,0.2,0.5,1
47,0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7,236.1904761904762,6,3.0,0,0,0.06451612903225806,0.3333333333333333,1
24,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,536.25,0,3.0,0,0,0.0,0.5,0
42,0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,13348,14842,9,0,13,3,2,1,18,3,4,13,7,5,7,702.5263157894736,8,2.0,0,0,0.34615384615384615,0.6842105263157895,0
44,0,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2,600.5294117647059,0,2.3333333333333335,1,0,0.17857142857142858,0.11764705882352941,1
44,0,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,348.0,3,3.0,0,0,0.21428571428571427,0.5714285714285714,1
54,0,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328,5652,6,0,19,3,4,0,29,3,2,20,7,12,7,577.6,8,4.0,0,0,0.15789473684210525,0.6666666666666666,1
45,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,975.6,5,3.0,0,0,0.13793103448275862,0.5,1
27,0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,1706.0,0,3.6666666666666665,0,0,0.09090909090909091,0.0,0
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,571.25,1,3.3333333333333335,0,0,0.6428571428571429,0.25,1
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,562.2,0,2.3333333333333335,0,0,0.8181818181818182,0.4,1
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,940.0,2,2.0,0,0,0.07692307692307693,0.75,0
26,1,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7,262.8888888888889,7,2.3333333333333335,0,0,0.1,0.8888888888888888,1
36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,488.7142857142857,5,2.0,0,0,0.3,0.35714285714285715,0
29,0,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,796.6,1,3.0,0,0,0.0,0.6,2
33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,760.5714285714286,3,1.6666666666666667,0,0,0.29411764705882354,0.42857142857142855,2
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,466.9130434782609,10,3.0,0,0,0.21052631578947367,0.43478260869565216,1
31,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,423.3,2,2.0,0,0,0.13333333333333333,0.3,1
40,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,331.9,5,2.0,0,0,0.041666666666666664,0.9,1
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,702.0714285714286,4,3.3333333333333335,0,0,0.0967741935483871,0.17857142857142858,1
30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,451.6363636363636,9,3.0,0,0,0.0,0.8181818181818182,2
31,0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3,485.1666666666667,1,2.6666666666666665,0,0,0.06666666666666667,0.8333333333333334,1
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,0,11,3,4,0,10,2,3,10,3,9,9,218.72727272727272,1,4.0,0,0,0.045454545454545456,0.9090909090909091,2
35,0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,449.72222222222223,16,3.0,0,0,0.0,0.8888888888888888,1
56,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,394.1764705882353,4,2.3333333333333335,0,0,0.1,0.5588235294117647,1
37,0,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,199.5,4,2.6666666666666665,0,0,0.19047619047619047,0.6428571428571429,0
34,0,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,0,20,4,3,0,10,2,3,9,5,8,7,415.27272727272725,1,2.6666666666666665,0,1,0.0,0.8181818181818182,2
41,1,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,252.54545454545453,6,3.0,1,0,0.16,0.6363636363636364,1
40,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,267.3333333333333,1,2.6666666666666665,0,0,0.3333333333333333,0.1111111111111111,0
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,527.2424242424242,4,3.6666666666666665,0,0,0.2647058823529412,0.15151515151515152,0
39,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,0,21,4,2,1,13,2,3,6,4,0,5,780.0,6,2.6666666666666665,0,0,0.13043478260869565,0.42857142857142855,1
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,690.0,0,3.0,0,0,0.2,0.6666666666666666,2
38,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,185.14285714285714,8,2.3333333333333335,0,0,0.22727272727272727,0.7857142857142857,0
39,0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,1346.4,2,3.0,0,0,0.30434782608695654,0.4,1
34,0,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,810.3,4,3.6666666666666665,1,0,0.16666666666666666,0.4,2
39,1,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,557.7142857142857,5,1.6666666666666667,0,0,0.0,0.7142857142857143,2
32,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,270.22222222222223,4,1.6666666666666667,0,0,0.1875,0.4444444444444444,1
33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,500.0,3,2.6666666666666665,0,0,0.0,0.6,1
38,0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5,447.55555555555554,7,3.0,0,0,0.0,0.7777777777777778,2
45,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,852.7272727272727,2,3.3333333333333335,0,0,0.13793103448275862,0.2727272727272727,1
39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,458.3636363636364,6,2.6666666666666665,0,0,0.0,0.8181818181818182,1
56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,212.85,0,2.3333333333333335,0,0,0.1,0.1,0
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,240.5,10,3.0,0,0,0.06666666666666667,0.5,1
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12,841.125,7,2.6666666666666665,0,0,0.058823529411764705,0.9375,1
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,645.7391304347826,2,3.0,0,0,0.16216216216216217,0.7391304347826086,0
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,507.5833333333333,5,3.3333333333333335,0,0,0.14285714285714285,0.4166666666666667,2
47,0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,831.8181818181819,2,3.0,0,0,0.12903225806451613,0.13636363636363635,0
25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,0,22,4,3,1,4,4,3,3,2,1,2,970.2,2,3.0,0,0,0.0,0.6,0
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,1204.0,1,2.6666666666666665,0,0,0.08333333333333333,0.5,1
35,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,657.3333333333334,1,2.0,0,0,0.15789473684210525,0.1111111111111111,3
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2,249.42105263157896,2,3.0,0,0,0.14814814814814814,0.15789473684210525,2
43,0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,907.7272727272727,1,1.6666666666666667,0,0,0.2962962962962963,0.09090909090909091,0
46,1,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,637.5714285714286,6,3.3333333333333335,0,0,0.13333333333333333,0.6428571428571429,1
22,0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,465.6,2,2.3333333333333335,1,0,0.16666666666666666,0.8,0
42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,515.5,5,2.3333333333333335,0,0,0.2692307692307692,0.6,1
34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,452.75,4,3.0,0,0,0.05555555555555555,0.9166666666666666,0
48,0,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,161.35714285714286,0,2.6666666666666665,0,0,0.125,0.0,1
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,562.5555555555555,1,3.0,0,0,0.05555555555555555,0.8888888888888888,1
55,0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0,409.56,0,3.0,0,0,0.07692307692307693,0.04,0
47,0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11,332.03846153846155,5,2.0,0,1,0.06451612903225806,0.6538461538461539,2
52,0,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,709.6666666666666,3,3.0,0,0,0.0,0.6666666666666666,1
20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,909.3333333333334,2,2.0,0,0,0.25,0.6666666666666666,1
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,364.90909090909093,10,4.0,1,0,0.05263157894736842,0.9090909090909091,1
44,0,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,1,13,3,4,0,9,5,4,4,2,1,3,646.5,3,4.0,0,0,0.07142857142857142,0.4,1
23,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,469.8333333333333,3,1.0,0,0,0.2857142857142857,0.5,0
38,0,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,0,12,3,1,1,20,3,3,18,16,1,11,628.8571428571429,17,2.0,0,0,0.13636363636363635,0.8571428571428571,1
45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,434.04,7,1.6666666666666667,0,0,0.06896551724137931,0.28,2
32,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,612.2727272727273,0,1.6666666666666667,0,0,0.375,0.0,2
40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,708.8888888888889,5,2.3333333333333335,0,0,0.08333333333333333,0.6666666666666666,2
35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,560.375,6,2.6666666666666665,0,0,0.15789473684210525,0.4375,1
53,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2,122.5,0,4.0,0,0,0.05405405405405406,0.1,1
32,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,564.4545454545455,10,3.3333333333333335,0,0,0.0625,0.9090909090909091,0
34,0,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7,745.7777777777778,7,3.6666666666666665,0,0,0.05555555555555555,0.8888888888888888,2
